,,,0.25,0.5,1,2,3,4,5,7,8,9,10,15,20,30
PX_LAST,,,3M,6M,1Y,2Y,3Y,4Y,5Y,,,,,,,
,,,C0793M Index,C0791Y Index,C0796M Index,C0792Y Index,C0793Y Index,C0794Y Index,C0795Y Index,C0797Y Index,C0798Y Index,C0799Y Index,C07910Y Index,C07915Y Index,C07920Y Index,C07930Y Index
,,9/8/2004,1.6247,2.0493,1.636,2.4147,2.84,3.1098,3.4541,3.8575,4.0299,4.1854,4.3483,4.8517,5.0392,4.8862
,,9/9/2004,1.6098,2.06,1.6303,2.4255,2.8618,3.129,3.4765,3.8758,4.053,4.2104,4.3784,4.883,5.07,4.9141
,,9/10/2004,1.6317,2.045,1.6201,2.4261,2.856,3.1165,3.4697,3.8574,4.0388,4.1976,4.3684,4.8754,5.0595,4.9093
,,9/13/2004,1.6239,2.0267,1.6271,2.4067,2.8247,3.0823,3.422,3.8224,3.9961,4.1578,4.3137,4.8234,5.012,4.8608
,,9/14/2004,1.6262,2.0134,1.6305,2.3776,2.7999,3.0566,3.4081,3.8053,3.9802,4.1365,4.3049,4.8138,5.0044,4.8552
,,9/15/2004,1.6365,2.0323,1.6332,2.4201,2.846,3.1032,3.4432,3.8377,4.0126,4.1709,4.3457,4.8448,5.032,4.8818
,,9/16/2004,1.6384,1.9844,1.6256,2.3557,2.7633,3.0151,3.346,3.7452,3.9213,4.0806,4.2548,4.7461,4.9392,4.797
,,9/17/2004,1.6789,2.0437,1.6751,2.4296,2.8281,3.0823,3.4087,3.797,3.9679,4.1293,4.2973,4.7999,4.9891,4.8408
,,9/20/2004,1.6807,2.0082,1.6711,2.3777,2.7676,3.0073,3.3404,3.7306,3.9069,4.0674,4.2435,4.7513,4.9355,4.7924
,,9/21/2004,1.6738,2.0423,1.6917,2.4107,2.7955,3.0311,3.3503,3.7173,3.8927,4.0515,4.2217,4.7207,4.9062,4.7636
,,9/22/2004,1.6668,2.0754,1.6935,2.4102,2.7733,3.0055,3.32,3.6751,3.8469,3.9975,4.1646,4.6558,4.8358,4.6991
,,9/23/2004,1.6687,2.1104,1.7039,2.4683,2.8379,3.0516,3.3699,3.7103,3.8818,4.035,4.2008,4.676,4.8528,4.7141
,,9/24/2004,1.6914,2.1732,1.7452,2.5291,2.8924,3.0945,3.4036,3.7432,3.9103,4.0532,4.2219,4.6974,4.8718,4.7314
,,9/27/2004,1.6815,2.1497,1.7487,2.4882,2.8401,3.0439,3.3484,3.6981,3.8657,4.0055,4.1756,4.6523,4.8334,4.6927
,,9/28/2004,1.6701,2.1349,1.7317,2.4733,2.8257,3.0374,3.3465,3.7062,3.8721,4.0163,4.1897,4.6882,4.8607,4.7223
,,9/29/2004,1.6598,2.1902,1.7549,2.5504,2.9105,3.1355,3.4332,3.8029,3.9691,4.1071,4.2639,4.7491,4.9284,4.7901
,,9/30/2004,1.6638,2.1778,1.7602,2.5436,2.9101,3.1451,3.4545,3.8337,4.0008,4.1439,4.3003,4.7854,4.9618,4.8196
,,10/1/2004,1.6512,2.1963,1.7656,2.5657,2.9462,3.1943,3.5121,3.9053,4.0745,4.2197,4.3729,4.8558,5.023,4.866
,,10/4/2004,1.6588,2.1982,1.7858,2.5812,2.954,3.1845,3.5029,3.8803,4.049,4.1918,4.3472,4.8334,5.0024,4.8463
,,10/5/2004,1.6521,2.2009,1.7764,2.5739,2.9467,3.1969,3.5077,3.8931,4.0628,4.2041,4.3563,4.8451,5.0108,4.8504
,,10/6/2004,1.6505,2.251,1.7887,2.6308,3.0139,3.2564,3.5661,3.9487,4.1142,4.253,4.4026,4.8856,5.0512,4.8856
,,10/7/2004,1.6389,2.2517,1.7785,2.6297,3.02,3.2725,3.5834,3.969,4.1331,4.2722,4.4222,4.9062,5.0738,4.9101
,,10/8/2004,1.6388,2.1677,1.765,2.5313,2.9051,3.1467,3.4661,3.8637,4.0257,4.1689,4.3169,4.8147,4.9911,4.8291
,,10/11/2004,1.6404,2.1638,1.7589,2.5248,2.8937,3.1399,3.4591,3.8558,4.0179,4.1609,4.3109,4.8056,4.9703,4.8122
,,10/12/2004,1.6432,2.1494,1.7492,2.4925,2.8557,3.1095,3.425,3.8188,3.9836,4.1257,4.2781,4.7688,4.9456,4.7919
,,10/13/2004,1.6741,2.1088,1.7665,2.444,2.8073,3.0638,3.388,3.779,3.9509,4.0922,4.2448,4.7514,4.9368,4.7902
,,10/14/2004,1.6787,2.0871,1.7494,2.413,2.7753,3.0169,3.3335,3.7241,3.8949,4.0434,4.2065,4.6922,4.882,4.7369
,,10/15/2004,1.7012,2.1346,1.7797,2.4713,2.8268,3.0771,3.3916,3.7782,3.9446,4.0916,4.2442,4.7362,4.9198,4.7684
,,10/18/2004,1.7683,2.139,1.811,2.4661,2.8325,3.0712,3.3892,3.7768,3.9413,4.0781,4.2337,4.7247,4.9091,4.7615
,,10/19/2004,1.7779,2.1558,1.8186,2.4958,2.8465,3.0799,3.3889,3.7604,3.9228,4.0629,4.2206,4.6997,4.882,4.7352
,,10/20/2004,1.7811,2.1433,1.8141,2.4588,2.8134,3.0359,3.3445,3.7191,3.8823,4.0177,4.1724,4.6547,4.8413,4.6959
,,10/21/2004,1.799,2.1769,1.833,2.4971,2.8402,3.0626,3.3662,3.7324,3.8905,4.026,4.18,4.66,4.84,4.7898
,,10/22/2004,1.8027,2.1663,1.8449,2.4746,2.8177,3.0343,3.3403,3.713,3.8713,4.0066,4.1653,4.6457,4.825,4.6823
,,10/25/2004,1.8368,2.1512,1.8529,2.4655,2.8094,3.0205,3.3283,3.6906,3.8539,3.9983,4.1591,4.6346,4.799,4.6664
,,10/26/2004,1.8687,2.1868,1.8697,2.483,2.8292,3.0467,3.3531,3.722,3.8813,4.0258,4.188,4.6632,4.8291,4.6991
,,10/27/2004,1.8686,2.2255,1.8933,2.5434,2.9025,3.1297,3.4345,3.8035,3.9609,4.1026,4.264,4.7354,4.9021,4.7626
,,10/28/2004,1.8629,2.2291,1.9292,2.5135,2.8666,3.0963,3.4069,3.7766,3.9309,4.0733,4.2356,4.7116,4.8739,4.7396
,,10/29/2004,1.87,2.2268,1.924,2.5052,2.8471,3.0715,3.3745,3.7495,3.8925,4.0544,4.2204,4.6996,4.8583,4.7216
,,11/1/2004,1.8568,2.1957,1.94,2.53,2.8591,3.1265,3.3864,3.8165,3.9399,4.0795,4.2484,4.7453,4.9146,4.7517
,,11/2/2004,1.8521,2.1856,1.9688,2.5563,2.8353,3.1093,3.3694,3.7973,3.9209,4.0586,4.2286,4.7215,4.8979,4.7321
,,11/3/2004,1.8353,2.2043,1.9798,2.5754,2.8615,3.123,3.3902,3.8146,3.9372,4.0793,4.2566,4.7422,4.9198,4.746
,,11/4/2004,1.8472,2.2287,1.9809,2.6061,2.8858,3.1421,3.4006,3.8122,3.927,4.067,4.244,4.726,4.8921,4.7243
,,11/5/2004,1.8966,2.3368,2.0581,2.7493,3.0203,3.2776,3.5319,3.9255,4.0401,4.178,4.3485,4.8304,4.9871,4.8096
,,11/8/2004,1.9496,2.3784,2.0955,2.7964,3.068,3.3257,3.5759,3.9732,4.0885,4.2266,4.3959,4.8738,5.0315,4.8478
,,11/9/2004,1.9279,2.3922,2.0822,2.8001,3.0791,3.3252,3.5776,3.9746,4.0879,4.2296,4.4,4.8727,5.0309,4.8543
,,11/10/2004,1.9006,2.3797,2.0699,2.8238,3.1308,3.3446,3.5945,3.9867,4.0994,4.2398,4.4115,4.8864,5.0453,4.8659
,,11/11/2004,1.9073,2.4238,2.0773,2.8366,3.1085,3.3494,3.5945,3.9993,4.1104,4.2501,4.4154,4.8939,5.0536,4.8787
,,11/12/2004,1.9277,2.3937,2.0758,2.8049,3.0872,3.3023,3.5431,3.9329,4.0438,4.1793,4.3423,4.8339,4.9844,4.8082
,,11/15/2004,1.9626,2.4534,2.1001,2.8628,3.1289,3.3404,3.578,3.9506,4.0607,4.1954,4.357,4.8361,4.9883,4.8138
,,11/16/2004,1.9694,2.481,2.1061,2.8715,3.1371,3.3574,3.5901,3.9654,4.0702,4.2026,4.3671,4.836,4.9885,4.8091
,,11/17/2004,1.9402,2.4151,2.0798,2.7961,3.0538,3.2709,3.5001,3.8856,3.9914,4.129,4.2896,4.7675,4.9162,4.748
,,11/18/2004,1.9521,2.4506,2.0927,2.8286,3.0802,3.2736,3.5057,3.8612,3.9672,4.1047,4.2729,4.7292,4.8875,4.7124
,,11/19/2004,1.959,2.5181,2.1257,2.9131,3.1709,3.381,3.6095,3.9792,4.0754,4.2072,4.3701,4.8301,4.9759,4.7973
,,11/22/2004,1.9814,2.5351,2.1359,2.9342,3.183,3.3762,3.6005,3.9488,4.0465,4.1816,4.3387,4.7752,4.9224,4.748
,,11/23/2004,1.9822,2.5537,2.1511,2.9487,3.1949,3.3925,3.6092,3.9587,4.0571,4.1803,4.3372,4.7737,4.9126,4.7364
,,11/24/2004,1.9935,2.5956,2.1592,2.9981,3.2298,3.4239,3.6582,3.9757,4.0698,4.1937,4.3535,4.775,4.914,4.7441
,,11/25/2004,1.9966,2.597,2.1606,2.9927,3.2253,3.4191,3.6352,3.9751,4.0701,4.1936,4.3498,4.7741,4.9134,4.74
,,11/26/2004,2.0225,2.6108,2.1715,3.0185,3.2518,3.4554,3.6756,4.0217,4.1232,4.2467,4.411,4.8319,4.9712,4.795
,,11/29/2004,2.041,2.6007,2.2105,3.0458,3.3053,3.5121,3.7366,4.095,4.1944,4.3222,4.4729,4.9108,5.0497,4.8665
,,11/30/2004,2.0508,2.5844,2.2094,2.9896,3.2684,3.509,3.7317,4.104,4.2161,4.35,4.5045,4.9439,5.0876,4.9047
,,12/1/2004,2.0409,2.5747,2.203,3.002,3.2829,3.496,3.738,4.1022,4.2315,4.3624,4.5238,4.9546,5.1011,4.9174
,,12/2/2004,2.0489,2.6311,2.224,3.0362,3.3294,3.5413,3.785,4.1546,4.2749,4.4057,4.5661,5.0067,5.1524,4.9681
,,12/3/2004,2.0319,2.5271,2.1837,2.9087,3.1727,3.3841,3.6187,3.9805,4.1036,4.2409,4.404,4.8568,5.0068,4.8276
,,12/6/2004,2.0782,2.5447,2.2224,2.9024,3.1627,3.3738,3.6154,3.9574,4.0787,4.2097,4.3755,4.8161,4.98,4.8129
,,12/7/2004,2.178,2.5548,2.2757,2.9308,3.1887,3.3931,3.6229,3.972,4.0887,4.211,4.3788,4.8143,4.9809,4.811
,,12/8/2004,2.169,2.5384,2.2687,2.8913,3.1219,3.3081,3.5377,3.8715,3.991,4.1157,4.2782,4.714,4.8706,4.7081
,,12/9/2004,2.1659,2.5581,2.2664,2.9212,3.154,3.3535,3.5751,3.9034,4.0296,4.1565,4.3228,4.7488,4.9109,4.7444
,,12/10/2004,2.1811,2.5712,2.2908,2.9333,3.1569,3.3405,3.5595,3.8893,4.0127,4.1449,4.309,4.7379,4.8996,4.7326
,,12/13/2004,2.2193,2.6588,2.3422,2.9706,3.1464,3.3446,3.6029,3.919,4.0031,4.115,4.2931,4.737,4.8848,4.691
,,12/14/2004,2.2153,2.6508,2.3522,2.9694,3.1347,3.3213,3.5714,3.8935,3.9811,4.086,4.2658,4.6935,4.8538,4.6562
,,12/15/2004,2.2011,2.6588,2.351,2.9514,3.1132,3.2965,3.5404,3.8657,3.9444,4.0522,4.2243,4.6449,4.8036,4.6047
,,12/16/2004,2.184,2.6765,2.3453,2.9951,3.1765,3.3821,3.6228,3.9575,4.0413,4.1498,4.3269,4.7525,4.9063,4.7108
,,12/17/2004,2.1867,2.6721,2.3561,3.0127,3.1942,3.397,3.6337,3.9752,4.0601,4.1666,4.3426,4.767,4.9197,4.7127
,,12/20/2004,2.2045,2.7366,2.408,3.0452,3.2078,3.4037,3.635,3.972,4.0562,4.1609,4.3346,4.7593,4.9121,4.7045
,,12/21/2004,2.198,2.7184,2.4145,3.0408,3.1981,3.394,3.6203,3.9552,4.0353,4.137,4.3086,4.7293,4.8852,4.6837
,,12/22/2004,2.1679,2.7181,2.4083,3.0176,3.1843,3.3954,3.6187,3.9737,4.0601,4.1656,4.3406,4.7623,4.9188,4.7164
,,12/23/2004,2.1742,2.7056,2.4157,3.0328,3.1974,3.4121,3.6387,3.9933,4.0851,4.1936,4.3776,4.7903,4.939,4.7372
,,12/24/2004,2.1778,2.7095,2.4165,3.0177,3.1976,3.409,3.6426,3.9934,4.0855,4.1927,4.3683,4.7904,4.9428,4.7392
,,12/27/2004,2.2288,2.7444,2.4591,3.068,3.2578,3.4746,3.706,4.0562,4.1504,4.2588,4.4397,4.8613,5.0104,4.8027
,,12/28/2004,2.2323,2.7449,2.4698,3.0827,3.2604,3.4653,3.7081,4.0602,4.1486,4.2545,4.4323,4.8571,5.0074,4.7967
,,12/29/2004,2.2078,2.7786,2.4695,3.1243,3.3102,3.5289,3.7538,4.1095,4.1887,4.2967,4.4705,4.8996,5.0443,4.8307
,,12/30/2004,2.2047,2.7681,2.447,3.0817,3.2544,3.4712,3.6911,4.0377,4.1171,4.2247,4.3981,4.8233,4.9667,4.7565
,,12/31/2004,2.2138,2.7845,2.4731,3.0824,3.2445,3.4722,3.6862,4.0248,4.0997,4.2026,4.3784,4.7888,4.9382,4.7258
,,1/3/2005,2.2434,2.8102,2.4642,3.0968,3.2659,3.4748,3.6899,4.0164,4.091,4.1886,4.3599,4.7762,4.9133,4.7001
,,1/4/2005,2.2645,2.8608,2.477,3.2014,3.3579,3.5666,3.7752,4.0972,4.1698,4.2594,4.436,4.8504,4.9916,4.7712
,,1/5/2005,2.252,2.8749,2.4622,3.2048,3.3693,3.5702,3.7767,4.0945,4.1622,4.251,4.4223,4.8215,4.9492,4.7272
,,1/6/2005,2.2463,2.829,2.4718,3.1558,3.324,3.5362,3.7423,4.0694,4.1405,4.2277,4.4024,4.7998,4.9395,4.7246
,,1/7/2005,2.2894,2.8659,2.494,3.2009,3.375,3.5736,3.7843,4.0962,4.1634,4.2489,4.4209,4.8043,4.9377,4.7254
,,1/10/2005,2.2867,2.8855,2.5161,3.2242,3.3866,3.589,3.7965,4.0989,4.1661,4.25,4.4186,4.8005,4.9242,4.7044
,,1/11/2005,2.2712,2.8996,2.5233,3.2116,3.3752,3.5708,3.7707,4.0687,4.1325,4.2128,4.3802,4.7542,4.8798,4.6624
,,1/12/2005,2.2473,2.8838,2.4923,3.209,3.3664,3.5639,3.7614,4.0605,4.1243,4.2023,4.3749,4.7376,4.8644,4.6463
,,1/13/2005,2.4081,2.8732,2.6712,3.1775,3.326,3.505,3.6574,3.9766,4.054,4.1587,4.2934,4.656,4.7755,4.5684
,,1/14/2005,2.4473,2.9357,2.7187,3.2457,3.4128,3.5862,3.7327,4.0474,4.1214,4.2253,4.3697,4.7228,4.8225,4.6223
,,1/17/2005,2.4426,2.9277,2.7079,3.2323,3.392,3.5727,3.7159,4.0443,4.1197,4.2191,4.3404,4.7028,4.8115,4.6057
,,1/18/2005,2.4271,2.931,2.7191,3.2333,3.3968,3.5768,3.7127,4.0208,4.0904,4.1852,4.3167,4.6676,4.7743,4.5588
,,1/19/2005,2.4025,2.9128,2.7073,3.2226,3.3843,3.5674,3.707,4.0067,4.0746,4.1716,4.3005,4.6481,4.7518,4.5329
,,1/20/2005,2.3014,2.8975,2.6403,3.206,3.3576,3.5364,3.6833,3.9882,4.0789,4.1683,4.2934,4.6421,4.7509,4.5259
,,1/21/2005,2.3864,2.8718,2.6614,3.1767,3.3168,3.5087,3.6446,3.9664,4.0414,4.1434,4.2665,4.6315,4.7375,4.5124
,,1/24/2005,2.3974,2.8973,2.6767,3.2202,3.3463,3.5276,3.6568,3.9618,4.0219,4.1235,4.2482,4.6083,4.7014,4.4707
,,1/25/2005,2.4409,2.9127,2.7038,3.2432,3.387,3.5801,3.7121,4.0308,4.0954,4.1949,4.3165,4.6833,4.7719,4.5475
,,1/26/2005,2.4397,2.9352,2.7059,3.2841,3.4139,3.6009,3.7321,4.0348,4.0946,4.1946,4.3189,4.6712,4.7606,4.5318
,,1/27/2005,2.4605,2.9394,2.7077,3.2954,3.4334,3.6123,3.7593,4.0607,4.1288,4.2124,4.3403,4.6909,4.7838,4.549
,,1/28/2005,2.4232,2.9883,2.7389,3.2703,3.3996,3.566,3.6889,3.9693,4.051,4.1509,4.2652,4.5989,4.711,4.472
,,1/31/2005,2.4326,2.9299,2.6962,3.2655,3.4078,3.5728,3.698,3.9752,4.0559,4.1348,4.2516,4.5987,4.6929,4.457
,,2/1/2005,2.4761,2.9374,2.7328,3.2778,3.4167,3.5813,3.7094,3.9907,4.0727,4.1539,4.2648,4.6064,4.704,4.4701
,,2/2/2005,2.4626,2.9544,2.722,3.308,3.4472,3.6044,3.7277,4.001,4.0773,4.1562,4.2635,4.5985,4.6882,4.4517
,,2/3/2005,2.442,2.9902,2.7233,3.3328,3.4857,3.635,3.7651,4.0282,4.1027,4.1774,4.2855,4.5988,4.6917,4.4529
,,2/4/2005,2.4479,2.9709,2.7171,3.2799,3.4219,3.5651,3.6787,3.9459,4.0191,4.0938,4.2013,4.51,4.6004,4.3572
,,2/7/2005,2.459,2.9693,2.7137,3.2905,3.425,3.5546,3.6681,3.9135,3.9833,4.0597,4.1689,4.4678,4.5378,4.2904
,,2/8/2005,2.4665,2.9713,2.7231,3.297,3.4235,3.5525,3.6593,3.8901,3.9521,4.0237,4.1313,4.4144,4.4905,4.2395
,,2/9/2005,2.4688,2.9113,2.718,3.2256,3.349,3.4774,3.6312,3.8399,3.9178,3.9945,4.1084,4.3848,4.4824,4.2374
,,2/10/2005,2.4676,2.9794,2.7389,3.2823,3.4136,3.5403,3.6548,3.9319,4.0066,4.0902,4.2059,4.4914,4.5642,4.3399
,,2/11/2005,2.5092,2.9989,2.7791,3.3253,3.4561,3.5857,3.6879,3.9524,4.0337,4.1053,4.1957,4.5144,4.5992,4.3557
,,2/14/2005,2.5007,3.0139,2.7852,3.3427,3.4656,3.584,3.6844,3.9353,4.0131,4.0823,4.1721,4.4778,4.5619,4.3162
,,2/15/2005,2.5319,3.02,2.7997,3.3389,3.4742,3.6042,3.7046,3.9632,4.0438,4.1114,4.2014,4.509,4.6019,4.3549
,,2/16/2005,2.5297,3.0731,2.811,3.3962,3.5337,3.6674,3.7691,4.0259,4.1,4.1709,4.2557,4.5589,4.6415,4.3858
,,2/17/2005,2.5284,3.0411,2.8006,3.3557,3.5102,3.6619,3.7676,4.038,4.1171,4.192,4.2813,4.5933,4.6853,4.4397
,,2/18/2005,2.5595,3.1157,2.8613,3.4389,3.5862,3.7499,3.8743,4.1296,4.2074,4.2821,4.3756,4.6853,4.7698,4.5235
,,2/21/2005,2.554,3.1061,2.8502,3.4177,3.5725,3.7359,3.8429,4.1149,4.1931,4.2674,4.3572,4.6699,4.7583,4.5035
,,2/22/2005,2.5867,3.0942,2.861,3.4181,3.5844,3.7455,3.8575,4.1333,4.2122,4.2876,4.381,4.6988,4.7883,4.5442
,,2/23/2005,2.5982,3.1202,2.8713,3.4357,3.5983,3.7454,3.8522,4.1241,4.1997,4.2723,4.366,4.6788,4.7684,4.5196
,,2/24/2005,2.6211,3.1446,2.8746,3.4807,3.6451,3.7993,3.8996,4.1582,4.2271,4.3011,4.389,4.7044,4.7878,4.5372
,,2/25/2005,2.6934,3.2562,2.9563,3.5287,3.6546,3.7996,3.8911,4.1415,4.2083,4.2802,4.3666,4.6744,4.7569,4.505
,,2/28/2005,2.7128,3.2747,2.9816,3.6039,3.7463,3.9094,3.9981,4.2521,4.3215,4.3901,4.4788,4.7654,4.8467,4.5849
,,3/1/2005,2.7021,3.2365,2.9621,3.569,3.7227,3.8959,3.9773,4.2333,4.3054,4.3762,4.4603,4.7656,4.8365,4.5729
,,3/2/2005,2.6823,3.2112,2.9553,3.5553,3.7142,3.8902,3.9867,4.2426,4.3175,4.3929,4.4745,4.7849,4.859,4.5946
,,3/3/2005,2.6921,3.2155,2.9561,3.5632,3.7153,3.8954,3.9907,4.2483,4.3214,4.3948,4.4738,4.7884,4.8617,4.5975
,,3/4/2005,2.7053,3.2177,2.9676,3.5968,3.7195,3.8687,3.9594,4.19,4.2588,4.3312,4.4226,4.7047,4.7735,4.5093
,,3/7/2005,2.6904,3.2545,2.9788,3.6279,3.7399,3.8969,3.9782,4.1918,4.2535,4.3223,4.4194,4.6773,4.7521,4.4807
,,3/8/2005,2.6881,3.2715,2.9751,3.6489,3.7829,3.9465,4.0448,4.2667,4.3275,4.3989,4.498,4.7563,4.8243,4.5592
,,3/9/2005,2.682,3.3045,2.9825,3.6862,3.8527,4.0343,4.1339,4.3833,4.4606,4.5293,4.621,4.894,4.9467,4.6764
,,3/10/2005,2.6682,3.3164,2.9908,3.7016,3.8632,4.0204,4.1366,4.3497,4.4142,4.4826,4.5711,4.8499,4.9033,4.6156
,,3/11/2005,2.7129,3.3603,3.024,3.7651,3.9465,4.1139,4.2291,4.4338,4.4985,4.5661,4.6614,4.9236,4.9681,4.6727
,,3/14/2005,2.7298,3.3809,3.0563,3.7713,3.9277,4.0934,4.1983,4.4039,4.4667,4.5341,4.6242,4.8971,4.9389,4.639
,,3/15/2005,2.7288,3.3827,3.0691,3.7771,3.9475,4.1213,4.2261,4.4294,4.499,4.5654,4.6565,4.9258,4.9748,4.6808
,,3/16/2005,2.7252,3.3515,3.0586,3.7484,3.9049,4.0698,4.1738,4.3796,4.4507,4.5246,4.6152,4.8955,4.9419,4.6463
,,3/17/2005,2.7137,3.3371,3.0485,3.7062,3.8576,4.029,4.1337,4.3358,4.408,4.4792,4.5715,4.8622,4.9108,4.6165
,,3/18/2005,2.7369,3.3532,3.0805,3.7333,3.8934,4.0583,4.1657,4.3694,4.4382,4.5147,4.6142,4.8952,4.9474,4.6603
,,3/21/2005,2.7589,3.3647,3.0776,3.7535,3.9101,4.0716,4.1767,4.3848,4.4543,4.5325,4.6341,4.9202,4.9763,4.6884
,,3/22/2005,2.7821,3.458,3.1409,3.8664,4.0284,4.1989,4.314,4.5023,4.5709,4.6468,4.7519,5.019,5.0582,4.7582
,,3/23/2005,2.7351,3.4416,3.0968,3.8513,4.0096,4.1703,4.2705,4.4594,4.5193,4.5942,4.6895,4.9628,5.0011,4.6976
,,3/24/2005,2.7675,3.4869,3.1414,3.9093,4.0703,4.2367,4.339,4.5123,4.5635,4.6307,4.7243,4.9857,5.0234,4.7136
